benchmark,reward,walltime,commandline
benchmark://cbench-v1/bzip2,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.9141387939453125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,3.814697265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,7.3909759521484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,8.106231689453125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,2.9802322387695312e-05,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,9.775161743164062e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.0531158447265625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.291534423828125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/adpcm,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bitcount,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,6.9141387939453125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/blowfish,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/bzip2,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,6.9141387939453125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.5299530029296875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/crc32,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/dijkstra,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.9141387939453125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ghostscript,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/gsm,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/ispell,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-c,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/jpeg-d,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/lame,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,7.62939453125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/patricia,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/qsort,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,6.67572021484375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/rijndael,0.0,1.3589859008789062e-05,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,8.344650268554688e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,5.9604644775390625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,6.198883056640625e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/sha,0.0,4.76837158203125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,6.4373016357421875e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.7220458984375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.245208740234375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.0067901611328125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch2,0.0,6.9141387939453125e-06,opt  input.bc -o output.bc
benchmark://cbench-v1/stringsearch2,0.0,5.4836273193359375e-06,opt  input.bc -o output.bc
